volcano_number,volcano_name,primary_volcano_type,last_eruption_year,country,region,subregion,latitude,longitude,elevation,tectonic_settings,evidence_category,major_rock_1,major_rock_2,major_rock_3,major_rock_4,major_rock_5,minor_rock_1,minor_rock_2,minor_rock_3,minor_rock_4,minor_rock_5,population_within_5_km,population_within_10_km,population_within_30_km,population_within_100_km
320060,Edziza,Stratovolcano,950,Canada,Canada and Western USA,Canada,57.72,-130.63,2786,Intraplate / Continental crust (>25 km),Eruption Dated,Trachyte,Basalt,Trachybasalt,Rhyolite, ,Trachyandesite, , , , ,0,0,0,898
320080,Hoodoo Mountain,Subglacial,-7050,Canada,Canada and Western USA,Canada,56.78,-131.28,1850,Intraplate / Continental crust (>25 km),Eruption Dated,Phonolite,Trachyte, , , ,Basalt, , , , ,0,0,0,2330
320090,Iskut-Unuk River Cones,Pyroclastic cone,1800,Canada,Canada and Western USA,Canada,56.58,-130.55,1880,Intraplate / Continental crust (>25 km),Eruption Dated,Basalt, , , , , , , , , ,0,0,0,663
320150,Wells Gray-Clearwater,Pyroclastic cone,1550,Canada,Canada and Western USA,Canada,52.33,-120.57,2576,Intraplate / Continental crust (>25 km),Eruption Dated,Basalt,Trachybasalt, , , , , , , , ,716,716,716,18280
320180,Meager,Complex,-410,Canada,Canada and Western USA,Canada,50.63,-123.5,2680,Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite,Andesite, , , ,Basalt, , , , ,1,111,307,17662
320200,Garibaldi,Stratovolcano,-8060,Canada,Canada and Western USA,Canada,49.85,-123,2678,Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite,Andesite, , , , , , , , ,0,22,16058,2264818
321010,Baker,Stratovolcano,1880,United States,Canada and Western USA,USA (Washington),48.777,-121.813,3285,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Dacite, , , ,Basalt, , , , ,0,46,8568,1990504
321020,Glacier Peak,Stratovolcano,1700,United States,Canada and Western USA,USA (Washington),48.112,-121.113,3213,Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite,Andesite, , , ,Basalt, , , , ,0,0,23,1340896
321030,Rainier,Stratovolcano,1450,United States,Canada and Western USA,USA (Washington),46.853,-121.76,4392,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite, , , , ,Dacite, , , , ,0,128,3187,2667609
321040,Adams,Stratovolcano,950,United States,Canada and Western USA,USA (Washington),46.206,-121.49,3742,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite,Basalt, , , ,Dacite, , , , ,0,70,4019,393303
321050,St. Helens,Stratovolcano,2008,United States,Canada and Western USA,USA (Washington),46.2,-122.18,2549,Subduction zone / Continental crust (>25 km),Eruption Observed,Dacite,Andesite,Basalt,Trachybasalt,Trachyandesite, , , , , ,78,427,2221,2173101
321060,West Crater,Volcanic field,-5750,United States,Canada and Western USA,USA (Washington),45.88,-122.08,1329,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite,Basalt, , , , , , , , ,505,505,14359,2225092
321070,Indian Heaven,Shield,-6250,United States,Canada and Western USA,USA (Washington),45.93,-121.82,1806,Subduction zone / Continental crust (>25 km),Eruption Dated,Basalt,Andesite, , , , , , , , ,687,687,6911,2019828
322010,Hood,Stratovolcano,1866,United States,Canada and Western USA,USA (Oregon),45.374,-121.695,3426,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite, , , , ,Dacite, , , , ,0,850,9721,2067520
322020,Jefferson,Stratovolcano,950,United States,Canada and Western USA,USA (Oregon),44.674,-121.8,3199,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite,Dacite, , , ,Basalt, , , , ,0,0,823,556054
322040,Sand Mountain Field,Pyroclastic cone,-950,United States,Canada and Western USA,USA (Oregon),44.38,-121.93,1664,Subduction zone / Continental crust (>25 km),Eruption Dated,Basalt,Andesite, , , , , , , , ,89,89,1574,519291
322060,Belknap,Shield,480,United States,Canada and Western USA,USA (Oregon),44.285,-121.841,2095,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite,Basalt, , , , , , , , ,0,0,6518,362091
322070,Three Sisters,Complex,440,United States,Canada and Western USA,USA (Oregon),44.133,-121.767,3159,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite,Basalt,Dacite, , ,Rhyolite, , , , ,0,0,5672,279885
322090,Bachelor,Stratovolcano,-5800,United States,Canada and Western USA,USA (Oregon),43.979,-121.688,2763,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite,Basalt, , , , , , , , ,18,24,22514,231420
322100,Davis Lake,Volcanic field,-2790,United States,Canada and Western USA,USA (Oregon),43.57,-121.82,2163,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite, , , , , , , , , ,1440,1440,7483,164597
322110,Newberry,Shield,690,United States,Canada and Western USA,USA (Oregon),43.722,-121.229,2434,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite,Dacite,Basalt,Rhyolite, , , , , , ,0,0,16437,180091
322160,Crater Lake,Caldera,-2850,United States,Canada and Western USA,USA (Oregon),42.93,-122.12,2487,Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite,Andesite, , , ,Basalt, , , , ,52,52,366,272674
322170,Diamond Craters,Volcanic field,-5610,United States,Canada and Western USA,USA (Oregon),43.1,-118.75,1435,Rift zone / Continental crust (>25 km),Eruption Dated,Basalt, , , , , , , , , ,66,66,136,6969
322190,Jordan Craters,Volcanic field,-1250,United States,Canada and Western USA,USA (Oregon),43.147,-117.46,1473,Rift zone / Continental crust (>25 km),Eruption Dated,Basalt,Rhyolite, , , , , , , , ,0,0,28,232946
323010,Shasta,Stratovolcano,1250,United States,Canada and Western USA,USA (California),41.409,-122.193,4317,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Dacite, , , ,Basalt, , , , ,0,35,19785,265016
323020,Medicine Lake,Shield,1060,United States,Canada and Western USA,USA (California),41.611,-121.554,2412,Subduction zone / Continental crust (>25 km),Eruption Dated,Basalt,Andesite,Rhyolite, , ,Dacite, , , , ,0,0,254,120685
323080,Lassen Volcanic Center,Stratovolcano,1917,United States,Canada and Western USA,USA (California),40.492,-121.508,3187,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Dacite,Rhyolite, , ,Basalt, , , , ,0,9,2340,439135
323110,Mono Lake Volcanic Field,Pyroclastic cone,1790,United States,Canada and Western USA,USA (California),38,-119.03,2121,Rift zone / Continental crust (>25 km),Eruption Dated,Dacite,Rhyolite,Basalt, , , , , , , ,1066,1066,1491,65028
323120,Mono-Inyo Craters,Lava dome,1380,United States,Canada and Western USA,USA (California),37.804,-119.029,2796,Rift zone / Continental crust (>25 km),Eruption Dated,Rhyolite, , , , ,Dacite,Trachybasalt,Trachyandesite, , ,558,7393,9048,82160
323150,Mammoth Mountain,Lava dome,1260,United States,Canada and Western USA,USA (California),37.631,-119.032,3369,Rift zone / Continental crust (>25 km),Eruption Dated,Trachyte,Trachybasalt,Trachyandesite, , ,Basalt,Rhyolite, , , ,2220,6242,7745,77851
323160,Ubehebe Craters,Maar,-150,United States,Canada and Western USA,USA (California),37.02,-117.45,752,Rift zone / Continental crust (>25 km),Eruption Dated,Basalt, , , , , , , , , ,18,94,262,15354
323170,Golden Trout Creek,Volcanic field,-5550,United States,Canada and Western USA,USA (California),36.358,-118.32,2886,Rift zone / Continental crust (>25 km),Eruption Dated,Basalt, , , , , , , , , ,3,3,273,461496
323200,Salton Buttes,Lava dome,210,United States,Canada and Western USA,USA (California),33.197,-115.616,-40,Rift zone / Continental crust (>25 km),Eruption Dated,Rhyolite, , , , , , , , , ,227,408,38579,1214088
324010,Black Butte Crater Lava Field,Shield,-8400,United States,Canada and Western USA,USA (Idaho),43.183,-114.352,1478,Rift zone / Continental crust (>25 km),Eruption Dated,Basalt, , , , , , , , , ,119,158,4440,171376
324020,Craters of the Moon,Pyroclastic cone,-130,United States,Canada and Western USA,USA (Idaho),43.42,-113.5,2005,Rift zone / Continental crust (>25 km),Eruption Dated,Basalt,Trachybasalt,Trachyandesite, , , , , , , ,15,15,1459,93300
324030,Wapi Lava Field,Shield,-300,United States,Canada and Western USA,USA (Idaho),42.88,-113.22,1604,Rift zone / Continental crust (>25 km),Eruption Dated,Basalt, , , , , , , , , ,6,6,1394,172539
324040,Hell's Half Acre,Shield,-3250,United States,Canada and Western USA,USA (Idaho),43.5,-112.45,1631,Rift zone / Continental crust (>25 km),Eruption Dated,Basalt, , , , , , , , , ,0,305,12646,295506
325010,Yellowstone,Caldera,-1350,United States,Canada and Western USA,USA (Wyoming),44.43,-110.67,2805,Rift zone / Continental crust (>25 km),Eruption Dated,Rhyolite, , , , ,Basalt, , , , ,0,0,234,20692
327040,Markagunt Plateau,Volcanic field,1050,United States,Canada and Western USA,USA (Utah),37.58,-112.67,2840,Rift zone / Continental crust (>25 km),Evidence Credible,Basalt,Andesite,Trachyte, , ,Rhyolite, , , , ,970,970,1887,186184
327050,Black Rock Desert,Volcanic field,1290,United States,Canada and Western USA,USA (Utah),38.97,-112.5,1800,Rift zone / Continental crust (>25 km),Eruption Dated,Basalt,Andesite, , , ,Rhyolite, , , , ,3292,3292,3679,54291
327110,Carrizozo,Pyroclastic cone,-3250,United States,Canada and Western USA,USA (New Mexico),33.78,-105.93,1731,Rift zone / Continental crust (>25 km),Eruption Dated,Basalt, , , , , , , , , ,2,11,2596,89711
327120,Zuni-Bandera,Volcanic field,-1170,United States,Canada and Western USA,USA (New Mexico),34.8,-108,2550,Rift zone / Continental crust (>25 km),Eruption Dated,Basalt, , , , , , , , , ,18,18,246,54738
327812,Red Hill,Volcanic field,-9450,United States,Canada and Western USA,USA (New Mexico),34.25,-108.83,2300,Rift zone / Continental crust (>25 km),Eruption Dated,Basalt, , , , , , , , , ,0,0,0,0
329010,Uinkaret Field,Volcanic field,1100,United States,Canada and Western USA,USA (Arizona),36.38,-113.13,1555,Rift zone / Continental crust (>25 km),Eruption Dated,Trachybasalt, , , , ,Basalt, , , , ,92,92,170,149617
329020,San Francisco Volcanic Field,Pyroclastic cone,1075,United States,Canada and Western USA,USA (Arizona),35.347,-111.678,3850,Rift zone / Continental crust (>25 km),Eruption Dated,Basalt,Trachyandesite,Trachyte,Dacite,Rhyolite, , , , , ,23157,23157,70472,190983
331010,Endeavour Segment,Submarine,-3490,Canada,Hawaii and Pacific Ocean,Pacific Ocean (northern),47.95,-129.1,-2050,Rift zone / Oceanic crust (< 15 km),Eruption Dated,Basalt, , , , , , , , , ,0,0,0,0
331020,CoAxial Segment,Submarine,1993,Undersea Features,Hawaii and Pacific Ocean,Pacific Ocean (northern),46.52,-129.58,-2400,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt, , , , , , , , , ,0,0,0,0
331021,Axial Seamount,Submarine,2015,Undersea Features,Hawaii and Pacific Ocean,Pacific Ocean (northern),45.95,-130,-1410,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt, , , , , , , , , ,0,0,0,0
331030,Cleft Segment,Submarine,1986,Undersea Features,Hawaii and Pacific Ocean,Pacific Ocean (northern),44.83,-130.3,-2140,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt, , , , , , , , , ,0,0,0,0
332010,Kilauea,Shield,2018,United States,Hawaii and Pacific Ocean,Hawaiian Islands,19.421,-155.287,1222,Intraplate / Oceanic crust (< 15 km),Eruption Observed,Basalt, , , , , , , , , ,3122,3122,8495,169550
332020,Mauna Loa,Shield,1984,United States,Hawaii and Pacific Ocean,Hawaiian Islands,19.475,-155.608,4170,Intraplate / Oceanic crust (< 15 km),Eruption Observed,Basalt, , , , , , , , , ,45,45,1906,175315
332030,Mauna Kea,Shield,-2460,United States,Hawaii and Pacific Ocean,Hawaiian Islands,19.82,-155.47,4205,Intraplate / Oceanic crust (< 15 km),Eruption Dated,Basalt,Trachyandesite,Trachybasalt, , , , , , , ,126,126,9950,166888
332040,Hualalai,Shield,1801,United States,Hawaii and Pacific Ocean,Hawaiian Islands,19.692,-155.87,2523,Intraplate / Oceanic crust (< 15 km),Eruption Observed,Basalt, , , , ,Trachybasalt,Trachyte, , , ,35906,35906,46959,166240
332060,Haleakala,Shield,1750,United States,Hawaii and Pacific Ocean,Hawaiian Islands,20.708,-156.25,3055,Intraplate / Oceanic crust (< 15 km),Eruption Dated,Basalt,Trachybasalt, , , , , , , , ,26074,26074,65398,157582
334050,Northern EPR at 9.8°N,Submarine,2006,Undersea Features,Hawaii and Pacific Ocean,Pacific Ocean (eastern),9.83,-104.3,-2500,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt, , , , , , , , , ,0,0,0,0
334070,Galapagos Rift,Submarine,1996,Undersea Features,Hawaii and Pacific Ocean,Pacific Ocean (eastern),0.792,-86.15,-2430,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt, , , , , , , , , ,0,0,0,0
341020,Barcena,Pyroclastic cone,1953,Mexico,México and Central America,Mexico,19.3,-110.82,332,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Trachyte,Trachybasalt,Trachyandesite,Rhyolite,Basalt, , , , , ,0,0,0,0
341021,Socorro,Shield,1994,Mexico,México and Central America,Mexico,18.78,-110.95,1050,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Trachyte,Rhyolite,Trachybasalt,Basalt,Trachyandesite, , , , , ,0,0,0,0
341030,Ceboruco,Stratovolcano,1875,Mexico,México and Central America,Mexico,21.125,-104.508,2280,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Dacite, , , ,Rhyolite,Trachyandesite,Trachyte, , ,616,30319,93057,1282014
341040,Colima,Stratovolcano,2019,Mexico,México and Central America,Mexico,19.514,-103.62,3850,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite, , , , ,Dacite,Trachybasalt,Trachyandesite,Basalt, ,76,746,303490,1494790
341060,Michoacan-Guanajuato,Pyroclastic cone,1952,Mexico,México and Central America,Mexico,19.85,-101.75,3860,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Basalt, , , ,Trachyandesite,Trachybasalt,Dacite, , ,5783287,5783287,5783287,5783287
341061,Zitacuaro-Valle de Bravo,Caldera,-3050,Mexico,México and Central America,Mexico,19.4,-100.25,3500,Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite,Andesite,Basalt, , ,Trachyandesite,Trachybasalt, , , ,231977,231977,490440,4838069
341070,"Toluca, Nevado de",Stratovolcano,-1350,Mexico,México and Central America,Mexico,19.108,-99.758,4680,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite,Dacite, , , ,Trachyte,Trachyandesite, , , ,126,1240,1626432,25247342
341080,Chichinautzin,Volcanic field,400,Mexico,México and Central America,Mexico,19.08,-99.13,3930,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite,Trachyandesite,Dacite,Basalt, ,Trachybasalt, , , , ,584725,584725,4061942,28030794
341090,Popocatepetl,Stratovolcano,2020,Mexico,México and Central America,Mexico,19.023,-98.622,5393,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Dacite,Basalt, , ,Trachyandesite, , , , ,325,2584,634054,26509510
341093,"Humeros, Los",Caldera,-4470,Mexico,México and Central America,Mexico,19.68,-97.45,3150,Subduction zone / Continental crust (>25 km),Eruption Dated,Rhyolite,Andesite,Dacite,Basalt, ,Trachyte, , , , ,7461,27331,566898,5710131
341095,Naolinco Volcanic Field,Pyroclastic cone,-1200,Mexico,México and Central America,Mexico,19.67,-96.75,2000,Subduction zone / Continental crust (>25 km),Eruption Dated,Basalt,Andesite,Trachybasalt, , ,Trachyandesite,Trachyte, , , ,108824,108824,739767,4184323
341096,Cofre de Perote,Shield,1150,Mexico,México and Central America,Mexico,19.492,-97.15,4282,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite,Dacite, , , ,Basalt,Trachybasalt,Trachyandesite, , ,658,18638,885440,4907992
341098,"Cumbres,  Las",Stratovolcano,-3920,Mexico,México and Central America,Mexico,19.15,-97.27,3940,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite,Dacite,Rhyolite, , , , , , , ,113,1923,315004,6365085
341100,"Orizaba, Pico de",Stratovolcano,1846,Mexico,México and Central America,Mexico,19.03,-97.27,5564,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Dacite, , , ,Rhyolite,Trachyandesite,Trachyte, , ,413,4469,759747,5962920
341110,San Martin,Shield,1796,Mexico,México and Central America,Mexico,18.57,-95.2,1650,Subduction zone / Continental crust (>25 km),Eruption Observed,Trachybasalt,Basalt, , , , , , , , ,280,3581,259640,1645811
341120,"Chichon, El",Lava dome,1982,Mexico,México and Central America,Mexico,17.36,-93.228,1150,Subduction zone / Continental crust (>25 km),Eruption Observed,Trachyandesite, , , , ,Trachybasalt,Andesite, , , ,3759,11000,143015,3570632
341130,Tacana,Stratovolcano,1986,Mexico-Guatemala,México and Central America,Mexico,15.132,-92.109,4064,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Trachyandesite, , , ,Dacite,Basalt, , , ,3032,20932,598594,4523701
342030,Santa Maria,Stratovolcano,2020,Guatemala,México and Central America,Guatemala,14.757,-91.552,3745,Subduction zone / Continental crust (>25 km),Eruption Observed,Dacite,Andesite, , , ,Basalt, , , , ,8675,119462,1259600,6197420
342040,Almolonga,Stratovolcano,1818,Guatemala,México and Central America,Guatemala,14.797,-91.519,3173,Subduction zone / Continental crust (>25 km),Eruption Observed,Dacite,Andesite, , , ,Basalt, , , , ,91323,287487,1126942,6828403
342080,Acatenango,Stratovolcano,1972,Guatemala,México and Central America,Guatemala,14.501,-90.876,3976,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Dacite, , , ,Basalt, , , , ,4329,60730,1042836,7634778
342090,Fuego,Stratovolcano,2020,Guatemala,México and Central America,Guatemala,14.473,-90.88,3763,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt,Andesite, , , ,Trachyandesite, , , , ,1373,54332,1016339,7677809
342110,Pacaya,Complex,2020,Guatemala,México and Central America,Guatemala,14.382,-90.601,2569,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt,Dacite,Rhyolite,Andesite, ,Trachyandesite, , , , ,4250,53579,2454482,7033094
342120,Tecuamburro,Stratovolcano,-960,Guatemala,México and Central America,Guatemala,14.156,-90.407,1845,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite, , , , ,Dacite, , , , ,1939,29560,313834,6874746
343020,Santa Ana,Stratovolcano,2005,El Salvador,México and Central America,El Salvador and Honduras,13.853,-89.63,2381,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Trachyandesite,Basalt, , ,Dacite,Rhyolite, , , ,489,21653,1240131,6486880
343050,San Salvador,Stratovolcano,1917,El Salvador,México and Central America,El Salvador and Honduras,13.734,-89.294,1893,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Basalt,Dacite, , , , , , , ,29514,800780,2857563,6366833
343060,Ilopango,Caldera,1880,El Salvador,México and Central America,El Salvador and Honduras,13.672,-89.053,450,Subduction zone / Continental crust (>25 km),Eruption Observed,Dacite,Andesite,Basalt, , ,Rhyolite, , , , ,2049583,2049583,2948989,6689160
344010,Cosiguina,Stratovolcano,1859,Nicaragua,México and Central America,Nicaragua,12.98,-87.57,872,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Basalt, , , , , , , , ,143,4114,18876,2179830
344020,San Cristobal,Stratovolcano,2019,Nicaragua,México and Central America,Nicaragua,12.702,-87.004,1745,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt,Andesite,Dacite, , , , , , , ,208,7876,351227,2002579
344040,Telica,Stratovolcano,2018,Nicaragua,México and Central America,Nicaragua,12.606,-86.84,1036,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt,Andesite, , , , , , , , ,1079,21990,327294,2982538
344070,"Negro, Cerro",Pyroclastic cone,1999,Nicaragua,México and Central America,Nicaragua,12.506,-86.702,728,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt, , , , , , , , , ,1690,10243,296320,3540933
344080,"Pilas, Las",Complex,1954,Nicaragua,México and Central America,Nicaragua,12.495,-86.688,1088,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Basalt,Dacite, , , , , , , ,182,8324,299481,3351820
344090,Momotombo,Stratovolcano,2016,Nicaragua,México and Central America,Nicaragua,12.423,-86.539,1270,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt,Andesite, , , , , , , , ,100,1851,98583,3569021
344091,Apoyeque,Pyroclastic shield,-50,Nicaragua,México and Central America,Nicaragua,12.242,-86.342,518,Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite,Andesite,Basalt, , , , , , , ,2369,116718,1342581,3445854
344092,Nejapa-Miraflores,Fissure vent,1060,Nicaragua,México and Central America,Nicaragua,12.12,-86.32,360,Subduction zone / Continental crust (>25 km),Eruption Dated,Basalt,Andesite, , , ,Dacite, , , , ,295906,870837,1610426,3062823
344100,Masaya,Caldera,2020,Nicaragua,México and Central America,Nicaragua,11.985,-86.165,594,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt,Andesite, , , , , , , , ,989888,989888,1914707,2926954
344120,Concepcion,Stratovolcano,2011,Nicaragua,México and Central America,Nicaragua,11.538,-85.622,1700,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Basalt, , , ,Dacite, , , , ,14072,28900,92378,2266903
345020,Rincon de la Vieja,Complex,2020,Costa Rica,México and Central America,Costa Rica,10.83,-85.324,1916,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Rhyolite,Dacite, , , , , , , ,271,1428,78668,659105
345030,Miravalles,Stratovolcano,1946,Costa Rica,México and Central America,Costa Rica,10.748,-85.153,2028,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Rhyolite,Dacite,Basalt, , , , , , ,79,7492,61875,757945
345033,Arenal,Stratovolcano,2010,Costa Rica,México and Central America,Costa Rica,10.463,-84.703,1670,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Basalt, , , ,Dacite, , , , ,3429,15643,96512,3027485
345040,Poas,Stratovolcano,2019,Costa Rica,México and Central America,Costa Rica,10.2,-84.233,2708,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Basalt,Dacite, , , , , , , ,1947,11107,950796,3411023
345050,Barva,Complex,-6050,Costa Rica,México and Central America,Costa Rica,10.135,-84.1,2906,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite,Basalt,Dacite, , , , , , , ,177,8018,2004665,3399329
345060,Irazu,Stratovolcano,1994,Costa Rica,México and Central America,Costa Rica,9.979,-83.852,3432,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Basalt, , , , , , , , ,1978,25442,1667528,3432860
345070,Turrialba,Stratovolcano,2019,Costa Rica,México and Central America,Costa Rica,10.025,-83.767,3340,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Basalt,Dacite, , , , , , , ,1891,6867,672428,3390544
351012,"Bravo, Cerro",Stratovolcano,1720,Colombia,South America,Colombia,5.091,-75.293,3985,Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite,Andesite,Trachyandesite, , , , , , , ,1679,4916,538690,3929468
351020,"Ruiz, Nevado del",Stratovolcano,2020,Colombia,South America,Colombia,4.892,-75.324,5279,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Dacite, , , , , , , , ,3849,20146,507608,4252435
351021,Santa Isabel,Shield,-850,Colombia,South America,Colombia,4.818,-75.365,4944,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite, , , , , , , , , ,4793,12226,302952,4137147
351030,"Tolima, Nevado del",Stratovolcano,1943,Colombia,South America,Colombia,4.658,-75.33,5215,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Dacite, , , , , , , , ,1660,6563,441916,4258333
351060,Purace,Stratovolcano,1977,Colombia,South America,Colombia,2.32,-76.4,4650,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Dacite, , , , , , , , ,1465,7152,335698,1751540
351080,Galeras,Complex,2014,Colombia,South America,Colombia,1.22,-77.37,4276,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite, , , , ,Dacite, , , , ,705,120817,630777,1700248
351100,Cumbal,Stratovolcano,1926,Colombia,South America,Colombia,0.95,-77.87,4764,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Dacite, , , , , , , , ,1405,10206,244853,1800919
351110,Chiles-Cerro Negro,Stratovolcano,1936,Colombia-Ecuador,South America,Colombia,0.817,-77.938,4698,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Dacite,Andesite, , , , , , , , ,977,4573,151519,1826460
352002,Chachimbiro,Stratovolcano,-3740,Ecuador,South America,Ecuador,0.468,-78.287,4106,Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite,Andesite, , , , , , , , ,125,5299,356162,3253458
352003,Cuicocha,Caldera,650,Ecuador,South America,Ecuador,0.308,-78.364,3246,Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite, , , , , , , , , ,178815,178815,364146,3193683
352004,Imbabura,Compound,-5550,Ecuador,South America,Ecuador,0.258,-78.183,4609,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite,Dacite, , , , , , , , ,538,96294,477043,3245887
352006,Cayambe,Compound,1786,Ecuador,South America,Ecuador,0.029,-77.986,5790,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Dacite, , , ,Rhyolite, , , , ,70,1148,109630,3154986
352010,Reventador,Stratovolcano,2020,Ecuador,South America,Ecuador,-0.077,-77.656,3562,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Basalt,Dacite, , , , , , , ,484,963,4403,2619647
352011,Pululahua,Caldera,290,Ecuador,South America,Ecuador,0.038,-78.463,3356,Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite, , , , , , , , , ,534403,534403,1192411,3330856
352020,Guagua Pichincha,Stratovolcano,2002,Ecuador,South America,Ecuador,-0.171,-78.598,4784,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Dacite, , , , , , , , ,449,32488,2064475,3581801
352021,Atacazo,Stratovolcano,-320,Ecuador,South America,Ecuador,-0.353,-78.617,4463,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite,Dacite, , , , , , , , ,449,212988,1837303,3769593
352022,Chacana,Caldera,1773,Ecuador,South America,Ecuador,-0.375,-78.25,4643,Subduction zone / Continental crust (>25 km),Eruption Observed,Rhyolite,Dacite,Andesite, , , , , , , ,81716,81716,348743,3292546
352030,Antisana,Stratovolcano,1802,Ecuador,South America,Ecuador,-0.481,-78.141,5753,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Dacite, , , , , , , , ,232,2220,56154,3314142
352031,Aliso,Stratovolcano,-2450,Ecuador,South America,Ecuador,-0.53,-78,4267,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite,Rhyolite,Dacite, , , , , , , ,0,0,0,0
352040,Sumaco,Stratovolcano,1895,Ecuador,South America,Ecuador,-0.538,-77.626,3990,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Trachybasalt,Phonotephrite, , , , , , , , ,39,324,8384,679867
352050,Cotopaxi,Stratovolcano,2016,Ecuador,South America,Ecuador,-0.677,-78.436,5911,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Dacite,Rhyolite, , , , , , , ,251,7299,152139,3631492
352090,Sangay,Stratovolcano,2020,Ecuador,South America,Ecuador,-2.005,-78.341,5286,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite, , , , ,Dacite,Basalt, , , ,231,1675,15130,1355275
353011,Ecuador,Shield,1150,Ecuador,South America,Galapagos Islands,-0.02,-91.546,790,Rift zone / Oceanic crust (< 15 km),Eruption Dated,Basalt, , , , , , , , , ,135,135,193,894
