volcano_number,volcano_name,primary_volcano_type,last_eruption_year,country,region,subregion,latitude,longitude,elevation,tectonic_settings,evidence_category,major_rock_1,major_rock_2,major_rock_3,major_rock_4,major_rock_5,minor_rock_1,minor_rock_2,minor_rock_3,minor_rock_4,minor_rock_5,population_within_5_km,population_within_10_km,population_within_30_km,population_within_100_km
210010,West Eifel Volcanic Field,Maar,-8300,Germany,Mediterranean and Western Asia,Western Europe,50.17,6.85,600,Rift zone / Continental crust (>25 km),Eruption Dated,Foidite, , , , ,Trachybasalt,Phonolite, , , ,94991,94991,232256,7945412
210020,Chaine des Puys,Lava dome,-4040,France,Mediterranean and Western Asia,Western Europe,45.775,2.97,1464,Rift zone / Continental crust (>25 km),Eruption Dated,Basalt,Trachybasalt, , , ,Trachyandesite,Trachyte, , , ,323392,323392,427221,1577243
210040,Calatrava Volcanic Field,Pyroclastic cone,-3600,Spain,Mediterranean and Western Asia,Western Europe,38.87,-4.02,1117,Intraplate / Continental crust (>25 km),Eruption Dated,Basalt,Foidite,Trachybasalt, , , , , , , ,197199,197199,197199,774386
211003,Vulsini,Caldera,-104,Italy,Mediterranean and Western Asia,Italy,42.6,11.93,800,Subduction zone / Continental crust (>25 km),Eruption Observed,Trachyte,Trachybasalt,Phonolite,Foidite,Phonotephrite, , , , , ,71789,71789,195475,4627250
211010,Campi Flegrei,Caldera,1538,Italy,Mediterranean and Western Asia,Italy,40.827,14.139,458,Subduction zone / Continental crust (>25 km),Eruption Observed,Trachyte,Phonolite,Trachyandesite, , ,Trachybasalt,Phonotephrite, , , ,2234109,2234109,3006865,6019697
211020,Vesuvius,Stratovolcano,1944,Italy,Mediterranean and Western Asia,Italy,40.821,14.426,1281,Subduction zone / Continental crust (>25 km),Eruption Observed,Phonotephrite,Phonolite,Trachyandesite,Trachybasalt,Trachyte, , , , , ,19162,675705,3907941,6009961
211030,Ischia,Complex,1302,Italy,Mediterranean and Western Asia,Italy,40.73,13.897,789,Subduction zone / Continental crust (>25 km),Eruption Observed,Trachyte,Trachyandesite, , , ,Phonolite,Trachybasalt,Phonotephrite, , ,18669,20210,383661,5729354
211040,Stromboli,Stratovolcano,2020,Italy,Mediterranean and Western Asia,Italy,38.789,15.213,924,Subduction zone / Continental crust (>25 km),Eruption Observed,Trachyandesite,Andesite,Basalt, , ,Trachyte,Trachybasalt, , , ,2225,2225,3894,1347563
211042,Lipari,Stratovolcano,1230,Italy,Mediterranean and Western Asia,Italy,38.49,14.933,590,Subduction zone / Continental crust (>25 km),Eruption Dated,Rhyolite,Andesite,Trachyandesite,Basalt,Dacite, , , , , ,26049,28925,36059,1564043
211050,Vulcano,Stratovolcano,1890,Italy,Mediterranean and Western Asia,Italy,38.404,14.962,500,Subduction zone / Continental crust (>25 km),Eruption Observed,Trachybasalt,Trachyandesite,Trachyte,Rhyolite,Basalt, , , , , ,2259,23059,86766,2093800
211060,Etna,Stratovolcano,2020,Italy,Mediterranean and Western Asia,Italy,37.748,14.999,3295,Subduction zone / Continental crust (>25 km),Eruption Observed,Trachybasalt,Trachyandesite,Basalt, , ,Trachyte,Phonotephrite, , , ,78,3291,1016540,3052770
211070,Campi Flegrei del Mar di Sicilia,Submarine,1867,Italy,Mediterranean and Western Asia,Italy,37.1,12.7,-8,Rift zone / Continental crust (>25 km),Eruption Observed,Trachybasalt,Basalt, , , , , , , , ,230578,230578,230578,633350
211071,Pantelleria,Shield,1891,Italy,Mediterranean and Western Asia,Italy,36.77,12.02,836,Rift zone / Continental crust (>25 km),Eruption Observed,Rhyolite,Trachyte,Basalt,Trachybasalt, ,Trachyandesite, , , , ,6561,10985,12403,142817
212020,Methana,Lava dome,-258,Greece,Mediterranean and Western Asia,Greece,37.615,23.336,760,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Dacite, , , , , , , , ,152,1683,48917,4220783
212030,Milos,Stratovolcano,140,Greece,Mediterranean and Western Asia,Greece,36.699,24.439,751,Subduction zone / Continental crust (>25 km),Eruption Dated,Rhyolite,Andesite,Dacite, , , , , , , ,6688,7389,9851,73100
212040,Santorini,Shield,1950,Greece,Mediterranean and Western Asia,Greece,36.404,25.396,367,Subduction zone / Continental crust (>25 km),Eruption Observed,Dacite,Andesite,Basalt,Trachyte, ,Rhyolite, , , , ,5176,12266,12336,67468
212050,Nisyros,Stratovolcano,1888,Greece,Mediterranean and Western Asia,Greece,36.586,27.16,698,Subduction zone / Continental crust (>25 km),Eruption Observed,Dacite,Andesite,Rhyolite, , , , , , , ,672,680,14285,461031
213004,Acigol-Nevsehir,Caldera,-2080,Turkey,Mediterranean and Western Asia,Turkey,38.537,34.621,1683,Intraplate / Continental crust (>25 km),Eruption Dated,Rhyolite,Dacite,Basalt,Andesite, , , , , , ,127863,127863,218469,2253483
213010,Erciyes Dagi,Stratovolcano,-6880,Turkey,Mediterranean and Western Asia,Turkey,38.531,35.447,3864,Intraplate / Continental crust (>25 km),Eruption Dated,Dacite,Andesite,Rhyolite,Trachyandesite,Trachyte, , , , , ,1715,8036,767813,1817720
213020,Nemrut Dagi,Stratovolcano,1650,Turkey,Mediterranean and Western Asia,Turkey,38.654,42.229,2948,Intraplate / Continental crust (>25 km),Eruption Observed,Rhyolite,Trachyte,Trachyandesite,Basalt,Trachybasalt, , , , , ,608,7399,230531,1618263
213030,Tenduruk Dagi,Shield,1855,Turkey,Mediterranean and Western Asia,Turkey,39.356,43.874,3514,Intraplate / Continental crust (>25 km),Eruption Observed,Basalt,Trachyte,Trachyandesite,Phonolite,Phonotephrite, , , , , ,550,5060,173581,1938900
213040,Ararat,Stratovolcano,1840,Turkey,Mediterranean and Western Asia,Turkey,39.7,44.3,5165,Intraplate / Continental crust (>25 km),Eruption Observed,Andesite,Dacite,Basalt,Trachybasalt,Rhyolite, , , , , ,25,1239,135563,2811646
214010,Elbrus,Stratovolcano,50,Russia,Mediterranean and Western Asia,Western Asia,43.351,42.442,5642,Intraplate / Continental crust (>25 km),Eruption Dated,Dacite,Andesite,Rhyolite,Trachyte, , , , , , ,26,195,5718,1469719
214020,Kazbek,Stratovolcano,-750,Georgia,Mediterranean and Western Asia,Western Asia,42.7,44.5,5050,Intraplate / Continental crust (>25 km),Eruption Dated,Andesite,Dacite, , , , , , , , ,0,9,7693,1749897
214070,Ghegham Volcanic Ridge,Volcanic field,-1900,Armenia,Mediterranean and Western Asia,Western Asia,40.283,45,3597,Intraplate / Continental crust (>25 km),Eruption Dated,Andesite,Rhyolite,Dacite, , , , , , , ,1265153,1265153,1265153,3151168
214080,Vaiyots-Sar,Pyroclastic cone,-2000,Armenia,Mediterranean and Western Asia,Western Asia,39.797,45.497,2575,Intraplate / Continental crust (>25 km),Eruption Dated,Andesite, , , , , , , , , ,31477,31477,57079,1465950
214090,Porak,Stratovolcano,-778,Armenia-Azerbaijan,Mediterranean and Western Asia,Western Asia,40.028,45.74,3029,Intraplate / Continental crust (>25 km),Eruption Dated,Andesite, , , , , , , , , ,194,955,62882,1713373
221010,"Tair, Jebel at",Stratovolcano,2008,Yemen,Africa and Red Sea,Africa (northeastern) and Red Sea,15.55,41.83,244,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Trachybasalt,Basalt, , , , , , , , ,0,0,0,14493
221020,Zubair Group,Shield,2013,Yemen,Africa and Red Sea,Africa (northeastern) and Red Sea,15.05,42.18,191,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt,Trachybasalt, , , , , , , , ,7,7,7,671171
221060,Alu-Dalafilla,Fissure vent,2008,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,13.793,40.553,578,Rift zone / Intermediate crust (15-25 km),Eruption Observed,Basalt,Andesite,Trachyte,Rhyolite, , , , , , ,0,9,11209,478054
221080,Erta Ale,Shield,2020,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,13.6,40.67,613,Rift zone / Intermediate crust (15-25 km),Eruption Observed,Basalt,Andesite, , , , , , , , ,2685,2796,8857,235083
221100,Dubbi,Stratovolcano,1861,Eritrea,Africa and Red Sea,Africa (northeastern) and Red Sea,13.579,41.809,1625,Rift zone / Intermediate crust (15-25 km),Eruption Observed,Basalt,Trachybasalt, , , ,Trachyandesite,Trachyte,Rhyolite, , ,0,0,18,14867
221112,Alayta,Shield,1915,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,12.888,40.573,1496,Rift zone / Intermediate crust (15-25 km),Eruption Observed,Basalt,Trachyte,Trachyandesite, , , , , , , ,156,925,13459,330411
221113,Dabbahu,Stratovolcano,2005,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,12.595,40.48,1401,Rift zone / Intermediate crust (15-25 km),Eruption Observed,Basalt,Rhyolite,Trachyandesite,Trachybasalt,Trachyte, , , , , ,204,1150,36494,540735
221115,Manda Hararo,Shield,2009,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,12.17,40.82,600,Rift zone / Intermediate crust (15-25 km),Eruption Observed,Basalt, , , , , , , , , ,191,857,7455,419204
221122,Manda-Inakir,Fissure vent,1928,Ethiopia-Djibouti,Africa and Red Sea,Africa (northeastern) and Red Sea,12.38,42.2,600,Rift zone / Intermediate crust (15-25 km),Eruption Observed,Basalt,Trachybasalt, , , , , , , , ,116,1130,15991,223924
221126,Ardoukoba,Fissure vent,1978,Djibouti,Africa and Red Sea,Africa (northeastern) and Red Sea,11.58,42.47,298,Rift zone / Intermediate crust (15-25 km),Eruption Observed,Basalt,Trachybasalt,Rhyolite, , , , , , , ,2895,2895,6898,560146
221141,Dama Ali,Shield,1631,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,11.28,41.63,1068,Rift zone / Intermediate crust (15-25 km),Eruption Observed,Basalt,Trachyte,Rhyolite, , , , , , , ,24,1944,40013,353949
221190,Fentale,Stratovolcano,1820,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,8.975,39.93,2007,Rift zone / Continental crust (>25 km),Eruption Observed,Rhyolite,Trachyte,Trachybasalt,Andesite, , , , , , ,1919,14201,169357,3482286
221200,Kone,Caldera,1820,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,8.788,39.701,1380,Rift zone / Continental crust (>25 km),Eruption Observed,Rhyolite,Trachyte,Basalt, , , , , , , ,7289,27271,255387,4245801
221250,Tullu Moje,Pyroclastic cone,1900,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,8.159,39.137,2343,Rift zone / Continental crust (>25 km),Eruption Observed,Rhyolite,Trachyte,Basalt,Trachybasalt, , , , , , ,11514,51976,546291,5565084
221270,Alutu,Stratovolcano,-50,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,7.77,38.78,2335,Rift zone / Continental crust (>25 km),Eruption Dated,Rhyolite,Dacite,Basalt, , , , , , , ,6011,25619,314216,6813710
222030,"Barrier, The",Shield,1921,Kenya,Africa and Red Sea,Africa (eastern),2.32,36.57,1032,Rift zone / Continental crust (>25 km),Eruption Observed,Trachyte,Phonolite,Basalt,Trachyandesite,Trachybasalt, , , , , ,17,112,4180,109675
222040,Namarunu,Shield,-6550,Kenya,Africa and Red Sea,Africa (eastern),1.98,36.43,817,Rift zone / Continental crust (>25 km),Eruption Dated,Basalt,Trachyte,Rhyolite, , , , , , , ,47,537,7073,186674
222051,Emuruangogolak,Shield,1910,Kenya,Africa and Red Sea,Africa (eastern),1.5,36.33,1285,Rift zone / Continental crust (>25 km),Eruption Dated,Trachyte,Basalt, , , , , , , , ,80,252,4448,445177
222052,Silali,Shield,-5050,Kenya,Africa and Red Sea,Africa (eastern),1.15,36.23,1528,Rift zone / Continental crust (>25 km),Eruption Dated,Trachyte,Basalt, , , ,Trachybasalt, , , , ,157,784,18705,917921
222053,Paka,Shield,-7550,Kenya,Africa and Red Sea,Africa (eastern),0.92,36.18,1697,Rift zone / Continental crust (>25 km),Eruption Dated,Trachyte,Basalt, , , ,Trachyandesite, , , , ,468,4354,62835,1256175
222090,Olkaria,Pyroclastic cone,1770,Kenya,Africa and Red Sea,Africa (eastern),-0.904,36.292,2434,Rift zone / Continental crust (>25 km),Eruption Dated,Rhyolite,Trachyte,Basalt, , ,Trachybasalt, , , , ,59747,59747,208003,8437829
222120,"Lengai, Ol Doinyo",Stratovolcano,2020,Tanzania,Africa and Red Sea,Africa (eastern),-2.764,35.914,2962,Rift zone / Continental crust (>25 km),Eruption Observed,Foidite,Phonolite, , , , , , , , ,186,1855,18074,545305
222130,Chyulu Hills,Volcanic field,1855,Kenya,Africa and Red Sea,Africa (eastern),-2.68,37.88,2188,Rift zone / Continental crust (>25 km),Eruption Dated,Trachybasalt,Basalt,Foidite, , , , , , , ,14889,14889,91280,1784980
222160,Meru,Stratovolcano,1910,Tanzania,Africa and Red Sea,Africa (eastern),-3.25,36.75,4565,Rift zone / Continental crust (>25 km),Eruption Observed,Phonolite,Foidite,Phonotephrite,Trachyte,Basalt, , , , , ,0,2506,828942,2375631
222161,Igwisi Hills,Pyroclastic cone,-10450,Tanzania,Africa and Red Sea,Africa (eastern),-4.889,31.933,1146,Rift zone / Continental crust (>25 km),Eruption Dated,Foidite, , , , , , , , , ,37034,37034,105827,774440
222164,Ngozi,Caldera,1450,Tanzania,Africa and Red Sea,Africa (eastern),-8.989,33.554,2614,Rift zone / Continental crust (>25 km),Eruption Dated,Trachyte,Phonolite,Trachyandesite,Basalt, , , , , , ,456466,456466,604376,2195623
222166,Rungwe,Stratovolcano,1250,Tanzania,Africa and Red Sea,Africa (eastern),-9.135,33.668,2953,Rift zone / Continental crust (>25 km),Eruption Dated,Trachyte,Phonolite,Basalt, , , , , , , ,644,20713,393819,2299914
222170,Kyejo,Stratovolcano,1800,Tanzania,Africa and Red Sea,Africa (eastern),-9.229,33.792,2176,Rift zone / Continental crust (>25 km),Eruption Observed,Trachyte,Trachyandesite,Basalt,Trachybasalt, , , , , , ,2259,38428,378511,2263665
223001,Fort Portal,Tuff cone,-2120,Uganda,Africa and Red Sea,Africa (central),0.7,30.25,1615,Rift zone / Continental crust (>25 km),Eruption Dated,Foidite, , , , , , , , , ,242914,242914,498815,4167189
223020,Nyamuragira,Shield,2020,DR Congo,Africa and Red Sea,Africa (central),-1.408,29.2,3058,Rift zone / Continental crust (>25 km),Eruption Observed,Trachybasalt,Phonotephrite, , , , , , , , ,3751,27027,711356,8333476
223030,Nyiragongo,Stratovolcano,2020,DR Congo,Africa and Red Sea,Africa (central),-1.52,29.25,3470,Rift zone / Continental crust (>25 km),Eruption Observed,Foidite, , , , ,Basalt, , , , ,2416,31145,1006436,9087529
223040,Karisimbi,Stratovolcano,-8050,DR Congo-Rwanda,Africa and Red Sea,Africa (central),-1.506,29.45,4490,Rift zone / Continental crust (>25 km),Eruption Dated,Trachybasalt,Trachyandesite,Trachyte, , , , , , , ,9657,85615,1198124,10835260
223050,Visoke,Stratovolcano,1957,DR Congo-Rwanda,Africa and Red Sea,Africa (central),-1.458,29.485,3696,Rift zone / Continental crust (>25 km),Eruption Observed,Trachyandesite, , , , , , , , , ,17165,88356,1162209,10953315
224010,Cameroon,Stratovolcano,2000,Cameroon,Africa and Red Sea,Africa (western),4.203,9.17,4095,Intraplate / Continental crust (>25 km),Eruption Observed,Trachybasalt,Basalt,Trachyandesite, , ,Trachyte,Foidite, , , ,328,26053,417460,3079036
225030,"Marra, Jebel",Volcanic field,-2000,Sudan,Africa and Red Sea,Africa (northern),12.95,24.27,3042,Intraplate / Continental crust (>25 km),Eruption Dated,Basalt,Trachyte,Trachybasalt,Trachyandesite,Phonolite, , , , , ,638,8692,120061,983802
225050,Meidob Volcanic Field,Pyroclastic cone,-2950,Sudan,Africa and Red Sea,Africa (northern),15.32,26.47,2000,Intraplate / Continental crust (>25 km),Eruption Dated,Trachybasalt,Basalt, , , ,Phonolite,Trachyte,Trachyandesite, , ,5140,5140,5140,24193
225060,Bayuda Volcanic Field,Pyroclastic cone,850,Sudan,Africa and Red Sea,Africa (northern),18.33,32.75,670,Intraplate / Continental crust (>25 km),Eruption Dated,Trachybasalt, , , , , , , , , ,1124,1124,2752,259325
231001,Harrat Ash Shamah,Volcanic field,1850,Syria-Jordan-Saudi Arabia,Middle East and Indian Ocean,Middle East (western),32.333,37.583,1100,Intraplate / Continental crust (>25 km),Eruption Observed,Basalt,Trachybasalt, , , ,Andesite,Trachyandesite,Trachyte, , ,276996,276996,276996,276996
231020,"Uwayrid, Harrat",Volcanic field,640,Saudi Arabia,Middle East and Indian Ocean,Middle East (southern),27.08,37.25,1920,Intraplate / Continental crust (>25 km),Eruption Dated,Basalt,Trachybasalt, , , , , , , , ,659,659,659,58643
231040,"Lunayyir, Harrat",Volcanic field,1000,Saudi Arabia,Middle East and Indian Ocean,Middle East (southern),25.17,37.75,1370,Intraplate / Continental crust (>25 km),Eruption Observed,Basalt,Trachybasalt, , , , , , , , ,234,234,234,61662
231060,"Khaybar, Harrat",Volcanic field,650,Saudi Arabia,Middle East and Indian Ocean,Middle East (southern),25,39.92,2093,Intraplate / Continental crust (>25 km),Eruption Observed,Basalt,Trachybasalt,Trachyandesite,Trachyte,Rhyolite, , , , , ,13619,13619,13619,1415732
231070,"Rahat, Harrat",Volcanic field,1256,Saudi Arabia,Middle East and Indian Ocean,Middle East (southern),23.08,39.78,1744,Intraplate / Continental crust (>25 km),Eruption Observed,Basalt,Trachybasalt,Trachyandesite, , ,Trachyte, , , , ,1010115,1010115,1010115,138380
231080,"Yar, Jabal",Volcanic field,1810,Saudi Arabia,Middle East and Indian Ocean,Middle East (southern),17.05,42.83,305,Intraplate / Continental crust (>25 km),Eruption Observed,Basalt, , , , , , , , , ,292582,292582,574162,2204954
231090,"Arhab, Harra of",Volcanic field,500,Yemen,Middle East and Indian Ocean,Middle East (southern),15.63,44.08,3100,Intraplate / Continental crust (>25 km),Eruption Observed,Trachybasalt,Basalt, , , ,Trachyandesite, , , , ,284443,284443,820695,6517834
231110,"Haylan, Jabal",Volcanic field,-1200,Yemen,Middle East and Indian Ocean,Middle East (southern),15.4,45.1,1550,Intraplate / Continental crust (>25 km),Eruption Dated,Basalt, , , , , , , , , ,225754,225754,225754,4164209
231120,"Dhamar, Harras of",Volcanic field,1937,Yemen,Middle East and Indian Ocean,Middle East (southern),14.57,44.67,3500,Intraplate / Continental crust (>25 km),Eruption Observed,Basalt,Rhyolite, , , , , , , , ,791276,791276,791276,5778965
231160,"Sawad, Harra Es-",Volcanic field,1253,Yemen,Middle East and Indian Ocean,Middle East (southern),13.58,46.12,1737,Intraplate / Continental crust (>25 km),Eruption Observed,Trachybasalt,Basalt, , , , , , , , ,74598,74598,74598,850297
232010,Damavand,Stratovolcano,-5350,Iran,Middle East and Indian Ocean,Middle East (western),35.951,52.109,5670,Intraplate / Continental crust (>25 km),Eruption Dated,Trachyandesite, , , , ,Basalt,Trachyte, , , ,27,2295,59171,11945981
233010,Karthala,Shield,2007,Comoros,Middle East and Indian Ocean,Indian Ocean (western),-11.75,43.38,2361,Intraplate / Oceanic crust (< 15 km),Eruption Observed,Basalt,Trachybasalt, , , , , , , , ,225379,225379,278330,399067
233014,Itasy Volcanic Field,Pyroclastic cone,-6050,Madagascar,Middle East and Indian Ocean,Indian Ocean (western),-19.033,46.7,1800,Intraplate / Continental crust (>25 km),Eruption Dated,Trachyte,Trachybasalt,Phonolite, , , , , , , ,129121,129121,249291,4168513
233020,"Fournaise, Piton de la",Shield,2020,France,Middle East and Indian Ocean,Indian Ocean (western),-21.244,55.708,2632,Intraplate / Oceanic crust (< 15 km),Eruption Observed,Basalt,Trachybasalt, , , , , , , , ,55859,55859,246792,717820
234010,Heard,Stratovolcano,2020,Australia,Middle East and Indian Ocean,Indian Ocean (southern),-53.106,73.513,2745,Intraplate / Oceanic crust (< 15 km),Eruption Observed,Trachybasalt,Basalt,Trachyandesite,Trachyte,Phonotephrite, , , , , ,0,0,0,0
234070,Marion Island,Shield,2004,South Africa,Middle East and Indian Ocean,Indian Ocean (southern),-46.9,37.75,1230,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt,Trachybasalt, , , ,Trachyandesite, , , , ,0,0,0,0
241010,Kaikohe-Bay of Islands,Volcanic field,400,New Zealand,New Zealand to Fiji,New Zealand,-35.3,173.9,388,Subduction zone / Continental crust (>25 km),Eruption Dated,Trachybasalt,Basalt, , , ,Andesite,Rhyolite, , , ,13786,13786,18679,133899
241020,Auckland Volcanic Field,Volcanic field,1350,New Zealand,New Zealand to Fiji,New Zealand,-36.9,174.87,260,Subduction zone / Continental crust (>25 km),Eruption Dated,Trachybasalt,Basalt,Foidite, , , , , , , ,1049110,1049110,1222436,1446768
241021,Mayor Island,Shield,-5060,New Zealand,New Zealand to Fiji,New Zealand,-37.28,176.25,355,Subduction zone / Continental crust (>25 km),Eruption Dated,Rhyolite, , , , , , , , , ,105,105,141,355290
241030,Taranaki,Stratovolcano,1800,New Zealand,New Zealand to Fiji,New Zealand,-39.3,174.07,2518,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite, , , , ,Basalt, , , , ,200,230,77381,104499
241040,Whakaari/White Island,Stratovolcano,2019,New Zealand,New Zealand to Fiji,New Zealand,-37.52,177.18,294,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Dacite, , , , , , , , ,5,5,5,190290
241050,Okataina,Lava dome,1981,New Zealand,New Zealand to Fiji,New Zealand,-38.12,176.5,1111,Subduction zone / Continental crust (>25 km),Eruption Observed,Rhyolite, , , , ,Basalt,Dacite,Andesite, , ,18,579,79591,362413
241060,Reporoa,Caldera,1180,New Zealand,New Zealand to Fiji,New Zealand,-38.42,176.33,592,Subduction zone / Continental crust (>25 km),Eruption Dated,Rhyolite,Andesite, , , ,Dacite, , , , ,2920,2920,11513,363602
241061,Maroa,Caldera,180,New Zealand,New Zealand to Fiji,New Zealand,-38.42,176.08,897,Subduction zone / Continental crust (>25 km),Eruption Dated,Rhyolite, , , , ,Basalt,Andesite, , , ,117,532,27958,475588
241070,Taupo,Caldera,260,New Zealand,New Zealand to Fiji,New Zealand,-38.82,176,760,Subduction zone / Continental crust (>25 km),Eruption Dated,Rhyolite, , , , ,Dacite,Basalt, , , ,21456,21456,26674,161966
241080,Tongariro,Stratovolcano,2012,New Zealand,New Zealand to Fiji,New Zealand,-39.157,175.632,1978,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite, , , , ,Basalt, , , , ,27,286,7591,81567
241100,Ruapehu,Stratovolcano,2007,New Zealand,New Zealand to Fiji,New Zealand,-39.28,175.57,2797,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite, , , , ,Dacite,Basalt, , , ,14,298,6901,119709
241130,Rumble III,Submarine,2008,New Zealand,New Zealand to Fiji,New Zealand,-35.745,178.478,-220,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite,Basalt, , , , , , , , ,0,0,0,0
241140,Healy,Submarine,1360,New Zealand,New Zealand to Fiji,New Zealand,-35.004,178.973,-980,Subduction zone / Oceanic crust (< 15 km),Eruption Dated,Dacite, , , , ,Rhyolite,Basalt, , , ,0,0,0,0
242021,Macauley,Caldera,-4360,New Zealand,New Zealand to Fiji,Kermadec Islands,-30.21,-178.475,238,Subduction zone / Oceanic crust (< 15 km),Eruption Dated,Basalt,Rhyolite, , , ,Dacite,Andesite, , , ,0,0,0,0
242030,Raoul Island,Stratovolcano,2006,New Zealand,New Zealand to Fiji,Kermadec Islands,-29.27,-177.92,516,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite,Dacite,Basalt, , , , , , , ,0,0,0,0
243060,Tofua,Caldera,2014,Tonga,New Zealand to Fiji,Tonga Islands,-19.75,-175.07,515,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite,Dacite, , , , , , , , ,1556,1556,1556,8789
243110,Niuafo'ou,Shield,1985,Tonga,New Zealand to Fiji,Tonga Islands,-15.6,-175.63,260,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt, , , , , , , , , ,118,155,155,155
243120,Tafu-Maka,Submarine,2008,Tonga,New Zealand to Fiji,Tonga Islands,-15.37,-174.23,-1400,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt, , , , , , , , , ,0,0,0,1755
243130,West Mata,Submarine,2009,Tonga,New Zealand to Fiji,Tonga Islands,-15.1,-173.75,-1174,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite, , , , , , , , , ,0,0,0,1755
244000,Vailulu'u,Submarine,2003,United States,New Zealand to Fiji,Samoan and Wallis Islands,-14.215,-169.058,-592,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt, , , , , , , , , ,0,0,0,1387
244010,Ofu-Olosega,Shield,1866,United States,New Zealand to Fiji,Samoan and Wallis Islands,-14.175,-169.618,639,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt,Trachybasalt, , , , , , , , ,220,384,1387,1387
244020,Tutuila,Tuff cone,440,United States,New Zealand to Fiji,Samoan and Wallis Islands,-14.295,-170.7,653,Subduction zone / Oceanic crust (< 15 km),Eruption Dated,Basalt,Andesite,Trachyte, , , , , , , ,16653,49763,56239,67387
244040,Savai'i,Shield,1911,Samoa,New Zealand to Fiji,Samoan and Wallis Islands,-13.612,-172.525,1858,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt, , , , , , , , , ,0,59,34215,188465
245010,Taveuni,Shield,1550,Fiji,New Zealand to Fiji,Fiji Islands,-16.82,-179.97,1241,Subduction zone / Crustal thickness unknown,Eruption Dated,Basalt, , , , ,Trachybasalt,Trachyandesite, , , ,692,3220,19186,146131
245030,Nabukelevu,Lava dome,1660,Fiji,New Zealand to Fiji,Fiji Islands,-19.12,177.98,805,Subduction zone / Crustal thickness unknown,Eruption Dated,Andesite,Dacite, , , , , , , , ,269,1379,4523,21730
250010,St. Andrew Strait,Complex,1957,Papua New Guinea,Melanesia and Australia,Admiralty Islands,-2.38,147.35,270,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Rhyolite, , , , , , , , , ,633,678,2870,47539
251020,Manam,Stratovolcano,2020,Papua New Guinea,Melanesia and Australia,Northeast of New Guinea,-4.08,145.037,1807,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt,Andesite, , , , , , , , ,1106,2553,24364,180402
251030,Karkar,Stratovolcano,2014,Papua New Guinea,Melanesia and Australia,Northeast of New Guinea,-4.649,145.964,1839,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Basalt, , , , , , , , ,5,4159,20127,189841
251050,Long Island,Complex,1993,Papua New Guinea,Melanesia and Australia,Northeast of New Guinea,-5.358,147.12,1280,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Basalt, , , , , , , , ,172,2023,4017,78803
252010,Langila,Complex,2018,Papua New Guinea,Melanesia and Australia,New Britain,-5.525,148.42,1330,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt,Andesite, , , , , , , , ,213,3653,11641,45698
252040,Dakataua,Caldera,1895,Papua New Guinea,Melanesia and Australia,New Britain,-5.094,150.094,408,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite,Dacite,Basalt, , , , , , , ,1147,1147,3743,113954
252070,Krummel-Garbuna-Welcker,Stratovolcano,2008,Papua New Guinea,Melanesia and Australia,New Britain,-5.416,150.027,564,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite,Dacite,Basalt, , , , , , , ,91,8207,58235,143455
252080,Witori,Caldera,2012,Papua New Guinea,Melanesia and Australia,New Britain,-5.576,150.516,724,Subduction zone / Continental crust (>25 km),Eruption Observed,Dacite,Andesite,Rhyolite, , ,Basalt, , , , ,24509,24509,37824,145382
